"species_id","palette","file","success"
"34","regular","gen1\regular\034.png","True"
"34","shiny","gen1\shiny\034.png","True"
"35","regular","gen1\regular\035.png","True"
"35","shiny","gen1\shiny\035.png","True"
"36","regular","gen1\regular\036.png","True"
"36","shiny","gen1\shiny\036.png","True"
"37","regular","gen1\regular\037.png","True"
"37","shiny","gen1\shiny\037.png","True"
"38","regular","gen1\regular\038.png","True"
"38","shiny","gen1\shiny\038.png","True"
"39","regular","gen1\regular\039.png","True"
"39","shiny","gen1\shiny\039.png","True"
"40","regular","gen1\regular\040.png","True"
"40","shiny","gen1\shiny\040.png","True"
"41","regular","gen1\regular\041.png","True"
"41","shiny","gen1\shiny\041.png","True"
"42","regular","gen1\regular\042.png","True"
"42","shiny","gen1\shiny\042.png","True"
"43","regular","gen1\regular\043.png","True"
"43","shiny","gen1\shiny\043.png","True"
"44","regular","gen1\regular\044.png","True"
"44","shiny","gen1\shiny\044.png","True"
"45","regular","gen1\regular\045.png","True"
"45","shiny","gen1\shiny\045.png","True"
"46","regular","gen1\regular\046.png","True"
"46","shiny","gen1\shiny\046.png","True"
"47","regular","gen1\regular\047.png","True"
"47","shiny","gen1\shiny\047.png","True"
"48","regular","gen1\regular\048.png","True"
"48","shiny","gen1\shiny\048.png","True"
"49","regular","gen1\regular\049.png","True"
"49","shiny","gen1\shiny\049.png","True"
"50","regular","gen1\regular\050.png","True"
"50","shiny","gen1\shiny\050.png","True"
"51","regular","gen1\regular\051.png","True"
"51","shiny","gen1\shiny\051.png","True"
"52","regular","gen1\regular\052.png","True"
"52","shiny","gen1\shiny\052.png","True"
"53","regular","gen1\regular\053.png","True"
"53","shiny","gen1\shiny\053.png","True"
"54","regular","gen1\regular\054.png","True"
"54","shiny","gen1\shiny\054.png","True"
"55","regular","gen1\regular\055.png","True"
"55","shiny","gen1\shiny\055.png","True"
"56","regular","gen1\regular\056.png","True"
"56","shiny","gen1\shiny\056.png","True"
"57","regular","gen1\regular\057.png","True"
"57","shiny","gen1\shiny\057.png","True"
"58","regular","gen1\regular\058.png","True"
"58","shiny","gen1\shiny\058.png","True"
"59","regular","gen1\regular\059.png","True"
"59","shiny","gen1\shiny\059.png","True"
"60","regular","gen1\regular\060.png","True"
"60","shiny","gen1\shiny\060.png","True"
"61","regular","gen1\regular\061.png","True"
"61","shiny","gen1\shiny\061.png","True"
"62","regular","gen1\regular\062.png","True"
"62","shiny","gen1\shiny\062.png","True"
"63","regular","gen1\regular\063.png","True"
"63","shiny","gen1\shiny\063.png","True"
"64","regular","gen1\regular\064.png","True"
"64","shiny","gen1\shiny\064.png","True"
"65","regular","gen1\regular\065.png","True"
"65","shiny","gen1\shiny\065.png","True"
"66","regular","gen1\regular\066.png","True"
"66","shiny","gen1\shiny\066.png","True"
"67","regular","gen1\regular\067.png","True"
"67","shiny","gen1\shiny\067.png","True"
"68","regular","gen1\regular\068.png","True"
"68","shiny","gen1\shiny\068.png","True"
"69","regular","gen1\regular\069.png","True"
"69","shiny","gen1\shiny\069.png","True"
"70","regular","gen1\regular\070.png","True"
"70","shiny","gen1\shiny\070.png","True"
"71","regular","gen1\regular\071.png","True"
"71","shiny","gen1\shiny\071.png","True"
"72","regular","gen1\regular\072.png","True"
"72","shiny","gen1\shiny\072.png","True"
"73","regular","gen1\regular\073.png","True"
"73","shiny","gen1\shiny\073.png","True"
"74","regular","gen1\regular\074.png","True"
"74","shiny","gen1\shiny\074.png","True"
"75","regular","gen1\regular\075.png","True"
"75","shiny","gen1\shiny\075.png","True"
"76","regular","gen1\regular\076.png","True"
"76","shiny","gen1\shiny\076.png","True"
"77","regular","gen1\regular\077.png","True"
"77","shiny","gen1\shiny\077.png","True"
"78","regular","gen1\regular\078.png","True"
"78","shiny","gen1\shiny\078.png","True"
"79","regular","gen1\regular\079.png","True"
"79","shiny","gen1\shiny\079.png","True"
"80","regular","gen1\regular\080.png","True"
"80","shiny","gen1\shiny\080.png","True"
"81","regular","gen1\regular\081.png","True"
"81","shiny","gen1\shiny\081.png","True"
"82","regular","gen1\regular\082.png","True"
"82","shiny","gen1\shiny\082.png","True"
"83","regular","gen1\regular\083.png","True"
"83","shiny","gen1\shiny\083.png","True"
"84","regular","gen1\regular\084.png","True"
"84","shiny","gen1\shiny\084.png","True"
"85","regular","gen1\regular\085.png","True"
"85","shiny","gen1\shiny\085.png","True"
"86","regular","gen1\regular\086.png","True"
"86","shiny","gen1\shiny\086.png","True"
"87","regular","gen1\regular\087.png","True"
"87","shiny","gen1\shiny\087.png","True"
"88","regular","gen1\regular\088.png","True"
"88","shiny","gen1\shiny\088.png","True"
"89","regular","gen1\regular\089.png","True"
"89","shiny","gen1\shiny\089.png","True"
"90","regular","gen1\regular\090.png","True"
"90","shiny","gen1\shiny\090.png","True"
"91","regular","gen1\regular\091.png","True"
"91","shiny","gen1\shiny\091.png","True"
"92","regular","gen1\regular\092.png","True"
"92","shiny","gen1\shiny\092.png","True"
"93","regular","gen1\regular\093.png","True"
"93","shiny","gen1\shiny\093.png","True"
"94","regular","gen1\regular\094.png","True"
"94","shiny","gen1\shiny\094.png","True"
"95","regular","gen1\regular\095.png","True"
"95","shiny","gen1\shiny\095.png","True"
"96","regular","gen1\regular\096.png","True"
"96","shiny","gen1\shiny\096.png","True"
"97","regular","gen1\regular\097.png","True"
"97","shiny","gen1\shiny\097.png","True"
"98","regular","gen1\regular\098.png","True"
"98","shiny","gen1\shiny\098.png","True"
"99","regular","gen1\regular\099.png","True"
"99","shiny","gen1\shiny\099.png","True"
"100","regular","gen1\regular\100.png","True"
"100","shiny","gen1\shiny\100.png","True"
"101","regular","gen1\regular\101.png","True"
"101","shiny","gen1\shiny\101.png","True"
"102","regular","gen1\regular\102.png","True"
"102","shiny","gen1\shiny\102.png","True"
"103","regular","gen1\regular\103.png","True"
"103","shiny","gen1\shiny\103.png","True"
"104","regular","gen1\regular\104.png","True"
"104","shiny","gen1\shiny\104.png","True"
"105","regular","gen1\regular\105.png","True"
"105","shiny","gen1\shiny\105.png","True"
"106","regular","gen1\regular\106.png","True"
"106","shiny","gen1\shiny\106.png","True"
"107","regular","gen1\regular\107.png","True"
"107","shiny","gen1\shiny\107.png","True"
"108","regular","gen1\regular\108.png","True"
"108","shiny","gen1\shiny\108.png","True"
"109","regular","gen1\regular\109.png","True"
"109","shiny","gen1\shiny\109.png","True"
"110","regular","gen1\regular\110.png","True"
"110","shiny","gen1\shiny\110.png","True"
"111","regular","gen1\regular\111.png","True"
"111","shiny","gen1\shiny\111.png","True"
"112","regular","gen1\regular\112.png","True"
"112","shiny","gen1\shiny\112.png","True"
"113","regular","gen1\regular\113.png","True"
"113","shiny","gen1\shiny\113.png","True"
"114","regular","gen1\regular\114.png","True"
"114","shiny","gen1\shiny\114.png","True"
"115","regular","gen1\regular\115.png","True"
"115","shiny","gen1\shiny\115.png","True"
"116","regular","gen1\regular\116.png","True"
"116","shiny","gen1\shiny\116.png","True"
"117","regular","gen1\regular\117.png","True"
"117","shiny","gen1\shiny\117.png","True"
"118","regular","gen1\regular\118.png","True"
"118","shiny","gen1\shiny\118.png","True"
"119","regular","gen1\regular\119.png","True"
"119","shiny","gen1\shiny\119.png","True"
"120","regular","gen1\regular\120.png","True"
"120","shiny","gen1\shiny\120.png","True"
"121","regular","gen1\regular\121.png","True"
"121","shiny","gen1\shiny\121.png","True"
"122","regular","gen1\regular\122.png","True"
"122","shiny","gen1\shiny\122.png","True"
"123","regular","gen1\regular\123.png","True"
"123","shiny","gen1\shiny\123.png","True"
"124","regular","gen1\regular\124.png","True"
"124","shiny","gen1\shiny\124.png","True"
"125","regular","gen1\regular\125.png","True"
"125","shiny","gen1\shiny\125.png","True"
"126","regular","gen1\regular\126.png","True"
"126","shiny","gen1\shiny\126.png","True"
"127","regular","gen1\regular\127.png","True"
"127","shiny","gen1\shiny\127.png","True"
"128","regular","gen1\regular\128.png","True"
"128","shiny","gen1\shiny\128.png","True"
"129","regular","gen1\regular\129.png","True"
"129","shiny","gen1\shiny\129.png","True"
"130","regular","gen1\regular\130.png","True"
"130","shiny","gen1\shiny\130.png","True"
"131","regular","gen1\regular\131.png","True"
"131","shiny","gen1\shiny\131.png","True"
"132","regular","gen1\regular\132.png","True"
"132","shiny","gen1\shiny\132.png","True"
"133","regular","gen1\regular\133.png","True"
"133","shiny","gen1\shiny\133.png","True"
"134","regular","gen1\regular\134.png","True"
"134","shiny","gen1\shiny\134.png","True"
"135","regular","gen1\regular\135.png","True"
"135","shiny","gen1\shiny\135.png","True"
"136","regular","gen1\regular\136.png","True"
"136","shiny","gen1\shiny\136.png","True"
"137","regular","gen1\regular\137.png","True"
"137","shiny","gen1\shiny\137.png","True"
"138","regular","gen1\regular\138.png","True"
"138","shiny","gen1\shiny\138.png","True"
"139","regular","gen1\regular\139.png","True"
"139","shiny","gen1\shiny\139.png","True"
"140","regular","gen1\regular\140.png","True"
"140","shiny","gen1\shiny\140.png","True"
"141","regular","gen1\regular\141.png","True"
"141","shiny","gen1\shiny\141.png","True"
"142","regular","gen1\regular\142.png","True"
"142","shiny","gen1\shiny\142.png","True"
"143","regular","gen1\regular\143.png","True"
"143","shiny","gen1\shiny\143.png","True"
"144","regular","gen1\regular\144.png","True"
"144","shiny","gen1\shiny\144.png","True"
"145","regular","gen1\regular\145.png","True"
"145","shiny","gen1\shiny\145.png","True"
"146","regular","gen1\regular\146.png","True"
"146","shiny","gen1\shiny\146.png","True"
"147","regular","gen1\regular\147.png","True"
"147","shiny","gen1\shiny\147.png","True"
"148","regular","gen1\regular\148.png","True"
"148","shiny","gen1\shiny\148.png","True"
"149","regular","gen1\regular\149.png","True"
"149","shiny","gen1\shiny\149.png","True"
"150","regular","gen1\regular\150.png","True"
"150","shiny","gen1\shiny\150.png","True"
"151","regular","gen1\regular\151.png","True"
"151","shiny","gen1\shiny\151.png","True"
"152","regular","gen2\regular\152.png","True"
"152","shiny","gen2\shiny\152.png","True"
"153","regular","gen2\regular\153.png","True"
"153","shiny","gen2\shiny\153.png","True"
"154","regular","gen2\regular\154.png","True"
"154","shiny","gen2\shiny\154.png","True"
"155","regular","gen2\regular\155.png","True"
"155","shiny","gen2\shiny\155.png","True"
"156","regular","gen2\regular\156.png","True"
"156","shiny","gen2\shiny\156.png","True"
"157","regular","gen2\regular\157.png","True"
"157","shiny","gen2\shiny\157.png","True"
"158","regular","gen2\regular\158.png","True"
"158","shiny","gen2\shiny\158.png","True"
"159","regular","gen2\regular\159.png","True"
"159","shiny","gen2\shiny\159.png","True"
"160","regular","gen2\regular\160.png","True"
"160","shiny","gen2\shiny\160.png","True"
"161","regular","gen2\regular\161.png","True"
"161","shiny","gen2\shiny\161.png","True"
"162","regular","gen2\regular\162.png","True"
"162","shiny","gen2\shiny\162.png","True"
"163","regular","gen2\regular\163.png","True"
"163","shiny","gen2\shiny\163.png","True"
"164","regular","gen2\regular\164.png","True"
"164","shiny","gen2\shiny\164.png","True"
"165","regular","gen2\regular\165.png","True"
"165","shiny","gen2\shiny\165.png","True"
"166","regular","gen2\regular\166.png","True"
"166","shiny","gen2\shiny\166.png","True"
"167","regular","gen2\regular\167.png","True"
"167","shiny","gen2\shiny\167.png","True"
"168","regular","gen2\regular\168.png","True"
"168","shiny","gen2\shiny\168.png","True"
"169","regular","gen2\regular\169.png","True"
"169","shiny","gen2\shiny\169.png","True"
"170","regular","gen2\regular\170.png","True"
"170","shiny","gen2\shiny\170.png","True"
"171","regular","gen2\regular\171.png","True"
"171","shiny","gen2\shiny\171.png","True"
"172","regular","gen2\regular\172.png","True"
"172","shiny","gen2\shiny\172.png","True"
"173","regular","gen2\regular\173.png","True"
"173","shiny","gen2\shiny\173.png","True"
"174","regular","gen2\regular\174.png","True"
"174","shiny","gen2\shiny\174.png","True"
"175","regular","gen2\regular\175.png","True"
"175","shiny","gen2\shiny\175.png","True"
"176","regular","gen2\regular\176.png","True"
"176","shiny","gen2\shiny\176.png","True"
"177","regular","gen2\regular\177.png","True"
"177","shiny","gen2\shiny\177.png","True"
"178","regular","gen2\regular\178.png","True"
"178","shiny","gen2\shiny\178.png","True"
"179","regular","gen2\regular\179.png","True"
"179","shiny","gen2\shiny\179.png","True"
"180","regular","gen2\regular\180.png","True"
"180","shiny","gen2\shiny\180.png","True"
"181","regular","gen2\regular\181.png","True"
"181","shiny","gen2\shiny\181.png","True"
"182","regular","gen2\regular\182.png","True"
"182","shiny","gen2\shiny\182.png","True"
"183","regular","gen2\regular\183.png","True"
"183","shiny","gen2\shiny\183.png","True"
"184","regular","gen2\regular\184.png","True"
"184","shiny","gen2\shiny\184.png","True"
"185","regular","gen2\regular\185.png","True"
"185","shiny","gen2\shiny\185.png","True"
"186","regular","gen2\regular\186.png","True"
"186","shiny","gen2\shiny\186.png","True"
"187","regular","gen2\regular\187.png","True"
"187","shiny","gen2\shiny\187.png","True"
"188","regular","gen2\regular\188.png","True"
"188","shiny","gen2\shiny\188.png","True"
"189","regular","gen2\regular\189.png","True"
"189","shiny","gen2\shiny\189.png","True"
"190","regular","gen2\regular\190.png","True"
"190","shiny","gen2\shiny\190.png","True"
"191","regular","gen2\regular\191.png","True"
"191","shiny","gen2\shiny\191.png","True"
"192","regular","gen2\regular\192.png","True"
"192","shiny","gen2\shiny\192.png","True"
"193","regular","gen2\regular\193.png","True"
"193","shiny","gen2\shiny\193.png","True"
"194","regular","gen2\regular\194.png","True"
"194","shiny","gen2\shiny\194.png","True"
"195","regular","gen2\regular\195.png","True"
"195","shiny","gen2\shiny\195.png","True"
"196","regular","gen2\regular\196.png","True"
"196","shiny","gen2\shiny\196.png","True"
"197","regular","gen2\regular\197.png","True"
"197","shiny","gen2\shiny\197.png","True"
"198","regular","gen2\regular\198.png","True"
"198","shiny","gen2\shiny\198.png","True"
"199","regular","gen2\regular\199.png","True"
"199","shiny","gen2\shiny\199.png","True"
"200","regular","gen2\regular\200.png","True"
"200","shiny","gen2\shiny\200.png","True"
"201","regular","gen2\regular\201.png","True"
"201","shiny","gen2\shiny\201.png","True"
"202","regular","gen2\regular\202.png","True"
"202","shiny","gen2\shiny\202.png","True"
"203","regular","gen2\regular\203.png","True"
"203","shiny","gen2\shiny\203.png","True"
"204","regular","gen2\regular\204.png","True"
"204","shiny","gen2\shiny\204.png","True"
"205","regular","gen2\regular\205.png","True"
"205","shiny","gen2\shiny\205.png","True"
"206","regular","gen2\regular\206.png","True"
"206","shiny","gen2\shiny\206.png","True"
"207","regular","gen2\regular\207.png","True"
"207","shiny","gen2\shiny\207.png","True"
"208","regular","gen2\regular\208.png","True"
"208","shiny","gen2\shiny\208.png","True"
"209","regular","gen2\regular\209.png","True"
"209","shiny","gen2\shiny\209.png","True"
"210","regular","gen2\regular\210.png","True"
"210","shiny","gen2\shiny\210.png","True"
"211","regular","gen2\regular\211.png","True"
"211","shiny","gen2\shiny\211.png","True"
"212","regular","gen2\regular\212.png","True"
"212","shiny","gen2\shiny\212.png","True"
"213","regular","gen2\regular\213.png","True"
"213","shiny","gen2\shiny\213.png","True"
"214","regular","gen2\regular\214.png","True"
"214","shiny","gen2\shiny\214.png","True"
"215","regular","gen2\regular\215.png","True"
"215","shiny","gen2\shiny\215.png","True"
"216","regular","gen2\regular\216.png","True"
"216","shiny","gen2\shiny\216.png","True"
"217","regular","gen2\regular\217.png","True"
"217","shiny","gen2\shiny\217.png","True"
"218","regular","gen2\regular\218.png","True"
"218","shiny","gen2\shiny\218.png","True"
"219","regular","gen2\regular\219.png","True"
"219","shiny","gen2\shiny\219.png","True"
"220","regular","gen2\regular\220.png","True"
"220","shiny","gen2\shiny\220.png","True"
"221","regular","gen2\regular\221.png","True"
"221","shiny","gen2\shiny\221.png","True"
"222","regular","gen2\regular\222.png","True"
"222","shiny","gen2\shiny\222.png","True"
"223","regular","gen2\regular\223.png","True"
"223","shiny","gen2\shiny\223.png","True"
"224","regular","gen2\regular\224.png","True"
"224","shiny","gen2\shiny\224.png","True"
"225","regular","gen2\regular\225.png","True"
"225","shiny","gen2\shiny\225.png","True"
"226","regular","gen2\regular\226.png","True"
"226","shiny","gen2\shiny\226.png","True"
"227","regular","gen2\regular\227.png","True"
"227","shiny","gen2\shiny\227.png","True"
"228","regular","gen2\regular\228.png","True"
"228","shiny","gen2\shiny\228.png","True"
"229","regular","gen2\regular\229.png","True"
"229","shiny","gen2\shiny\229.png","True"
"230","regular","gen2\regular\230.png","True"
"230","shiny","gen2\shiny\230.png","True"
"231","regular","gen2\regular\231.png","True"
"231","shiny","gen2\shiny\231.png","True"
"232","regular","gen2\regular\232.png","True"
"232","shiny","gen2\shiny\232.png","True"
"233","regular","gen2\regular\233.png","True"
"233","shiny","gen2\shiny\233.png","True"
"234","regular","gen2\regular\234.png","True"
"234","shiny","gen2\shiny\234.png","True"
"235","regular","gen2\regular\235.png","True"
"235","shiny","gen2\shiny\235.png","True"
"236","regular","gen2\regular\236.png","True"
"236","shiny","gen2\shiny\236.png","True"
"237","regular","gen2\regular\237.png","True"
"237","shiny","gen2\shiny\237.png","True"
"238","regular","gen2\regular\238.png","True"
"238","shiny","gen2\shiny\238.png","True"
"239","regular","gen2\regular\239.png","True"
"239","shiny","gen2\shiny\239.png","True"
"240","regular","gen2\regular\240.png","True"
"240","shiny","gen2\shiny\240.png","True"
"241","regular","gen2\regular\241.png","True"
"241","shiny","gen2\shiny\241.png","True"
"242","regular","gen2\regular\242.png","True"
"242","shiny","gen2\shiny\242.png","True"
"243","regular","gen2\regular\243.png","True"
"243","shiny","gen2\shiny\243.png","True"
"244","regular","gen2\regular\244.png","True"
"244","shiny","gen2\shiny\244.png","True"
"245","regular","gen2\regular\245.png","True"
"245","shiny","gen2\shiny\245.png","True"
"246","regular","gen2\regular\246.png","True"
"246","shiny","gen2\shiny\246.png","True"
"247","regular","gen2\regular\247.png","True"
"247","shiny","gen2\shiny\247.png","True"
"248","regular","gen2\regular\248.png","True"
"248","shiny","gen2\shiny\248.png","True"
"249","regular","gen2\regular\249.png","True"
"249","shiny","gen2\shiny\249.png","True"
"250","regular","gen2\regular\250.png","True"
"250","shiny","gen2\shiny\250.png","True"
"251","regular","gen2\regular\251.png","True"
"251","shiny","gen2\shiny\251.png","True"
"252","regular","gen3\regular\252.png","True"
"252","shiny","gen3\shiny\252.png","True"
"253","regular","gen3\regular\253.png","True"
"253","shiny","gen3\shiny\253.png","True"
"254","regular","gen3\regular\254.png","True"
"254","shiny","gen3\shiny\254.png","True"
"255","regular","gen3\regular\255.png","True"
"255","shiny","gen3\shiny\255.png","True"
"256","regular","gen3\regular\256.png","True"
"256","shiny","gen3\shiny\256.png","True"
"257","regular","gen3\regular\257.png","True"
"257","shiny","gen3\shiny\257.png","True"
"258","regular","gen3\regular\258.png","True"
"258","shiny","gen3\shiny\258.png","True"
"259","regular","gen3\regular\259.png","True"
"259","shiny","gen3\shiny\259.png","True"
"260","regular","gen3\regular\260.png","True"
"260","shiny","gen3\shiny\260.png","True"
"261","regular","gen3\regular\261.png","True"
"261","shiny","gen3\shiny\261.png","True"
"262","regular","gen3\regular\262.png","True"
"262","shiny","gen3\shiny\262.png","True"
"263","regular","gen3\regular\263.png","True"
"263","shiny","gen3\shiny\263.png","True"
"264","regular","gen3\regular\264.png","True"
"264","shiny","gen3\shiny\264.png","True"
"265","regular","gen3\regular\265.png","True"
"265","shiny","gen3\shiny\265.png","True"
"266","regular","gen3\regular\266.png","True"
"266","shiny","gen3\shiny\266.png","True"
"267","regular","gen3\regular\267.png","True"
"267","shiny","gen3\shiny\267.png","True"
"268","regular","gen3\regular\268.png","True"
"268","shiny","gen3\shiny\268.png","True"
"269","regular","gen3\regular\269.png","True"
"269","shiny","gen3\shiny\269.png","True"
"270","regular","gen3\regular\270.png","True"
"270","shiny","gen3\shiny\270.png","True"
"271","regular","gen3\regular\271.png","True"
"271","shiny","gen3\shiny\271.png","True"
"272","regular","gen3\regular\272.png","True"
"272","shiny","gen3\shiny\272.png","True"
"273","regular","gen3\regular\273.png","True"
"273","shiny","gen3\shiny\273.png","True"
"274","regular","gen3\regular\274.png","True"
"274","shiny","gen3\shiny\274.png","True"
"275","regular","gen3\regular\275.png","True"
"275","shiny","gen3\shiny\275.png","True"
"276","regular","gen3\regular\276.png","True"
"276","shiny","gen3\shiny\276.png","True"
"277","regular","gen3\regular\277.png","True"
"277","shiny","gen3\shiny\277.png","True"
"278","regular","gen3\regular\278.png","True"
"278","shiny","gen3\shiny\278.png","True"
"279","regular","gen3\regular\279.png","True"
"279","shiny","gen3\shiny\279.png","True"
"280","regular","gen3\regular\280.png","True"
"280","shiny","gen3\shiny\280.png","True"
"281","regular","gen3\regular\281.png","True"
"281","shiny","gen3\shiny\281.png","True"
"282","regular","gen3\regular\282.png","True"
"282","shiny","gen3\shiny\282.png","True"
"283","regular","gen3\regular\283.png","True"
"283","shiny","gen3\shiny\283.png","True"
"284","regular","gen3\regular\284.png","True"
"284","shiny","gen3\shiny\284.png","True"
"285","regular","gen3\regular\285.png","True"
"285","shiny","gen3\shiny\285.png","True"
"286","regular","gen3\regular\286.png","True"
"286","shiny","gen3\shiny\286.png","True"
"287","regular","gen3\regular\287.png","True"
"287","shiny","gen3\shiny\287.png","True"
"288","regular","gen3\regular\288.png","True"
"288","shiny","gen3\shiny\288.png","True"
"289","regular","gen3\regular\289.png","True"
"289","shiny","gen3\shiny\289.png","True"
"290","regular","gen3\regular\290.png","True"
"290","shiny","gen3\shiny\290.png","True"
"291","regular","gen3\regular\291.png","True"
"291","shiny","gen3\shiny\291.png","True"
"292","regular","gen3\regular\292.png","True"
"292","shiny","gen3\shiny\292.png","True"
"293","regular","gen3\regular\293.png","True"
"293","shiny","gen3\shiny\293.png","True"
"294","regular","gen3\regular\294.png","True"
"294","shiny","gen3\shiny\294.png","True"
"295","regular","gen3\regular\295.png","True"
"295","shiny","gen3\shiny\295.png","True"
"296","regular","gen3\regular\296.png","True"
"296","shiny","gen3\shiny\296.png","True"
"297","regular","gen3\regular\297.png","True"
"297","shiny","gen3\shiny\297.png","True"
"298","regular","gen3\regular\298.png","True"
"298","shiny","gen3\shiny\298.png","True"
"299","regular","gen3\regular\299.png","True"
"299","shiny","gen3\shiny\299.png","True"
"300","regular","gen3\regular\300.png","True"
"300","shiny","gen3\shiny\300.png","True"
"301","regular","gen3\regular\301.png","True"
"301","shiny","gen3\shiny\301.png","True"
"302","regular","gen3\regular\302.png","True"
"302","shiny","gen3\shiny\302.png","True"
"303","regular","gen3\regular\303.png","True"
"303","shiny","gen3\shiny\303.png","True"
"304","regular","gen3\regular\304.png","True"
"304","shiny","gen3\shiny\304.png","True"
"305","regular","gen3\regular\305.png","True"
"305","shiny","gen3\shiny\305.png","True"
"306","regular","gen3\regular\306.png","True"
"306","shiny","gen3\shiny\306.png","True"
"307","regular","gen3\regular\307.png","True"
"307","shiny","gen3\shiny\307.png","True"
"308","regular","gen3\regular\308.png","True"
"308","shiny","gen3\shiny\308.png","True"
"309","regular","gen3\regular\309.png","True"
"309","shiny","gen3\shiny\309.png","True"
"310","regular","gen3\regular\310.png","True"
"310","shiny","gen3\shiny\310.png","True"
"311","regular","gen3\regular\311.png","True"
"311","shiny","gen3\shiny\311.png","True"
"312","regular","gen3\regular\312.png","True"
"312","shiny","gen3\shiny\312.png","True"
"313","regular","gen3\regular\313.png","True"
"313","shiny","gen3\shiny\313.png","True"
"314","regular","gen3\regular\314.png","True"
"314","shiny","gen3\shiny\314.png","True"
"315","regular","gen3\regular\315.png","True"
"315","shiny","gen3\shiny\315.png","True"
"316","regular","gen3\regular\316.png","True"
"316","shiny","gen3\shiny\316.png","True"
"317","regular","gen3\regular\317.png","True"
"317","shiny","gen3\shiny\317.png","True"
"318","regular","gen3\regular\318.png","True"
"318","shiny","gen3\shiny\318.png","True"
"319","regular","gen3\regular\319.png","True"
"319","shiny","gen3\shiny\319.png","True"
"320","regular","gen3\regular\320.png","True"
"320","shiny","gen3\shiny\320.png","True"
"321","regular","gen3\regular\321.png","True"
"321","shiny","gen3\shiny\321.png","True"
"322","regular","gen3\regular\322.png","True"
"322","shiny","gen3\shiny\322.png","True"
"323","regular","gen3\regular\323.png","True"
"323","shiny","gen3\shiny\323.png","True"
"324","regular","gen3\regular\324.png","True"
"324","shiny","gen3\shiny\324.png","True"
"325","regular","gen3\regular\325.png","True"
"325","shiny","gen3\shiny\325.png","True"
"326","regular","gen3\regular\326.png","True"
"326","shiny","gen3\shiny\326.png","True"
"327","regular","gen3\regular\327.png","True"
"327","shiny","gen3\shiny\327.png","True"
"328","regular","gen3\regular\328.png","True"
"328","shiny","gen3\shiny\328.png","True"
"329","regular","gen3\regular\329.png","True"
"329","shiny","gen3\shiny\329.png","True"
"330","regular","gen3\regular\330.png","True"
"330","shiny","gen3\shiny\330.png","True"
"331","regular","gen3\regular\331.png","True"
"331","shiny","gen3\shiny\331.png","True"
"332","regular","gen3\regular\332.png","True"
"332","shiny","gen3\shiny\332.png","True"
"333","regular","gen3\regular\333.png","True"
